Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,demand_lag_1,demand_lag_7,demand_lag_30,rolling_demand_7,rolling_demand_30,volatility_7,volatility_30,inventory_ratio,days_until_stockout,low_stock,overstock,profit_per_unit,total_profit,profit_margin_pct,weighted_margin,day_of_week,is_weekend,weekend_price,inventory_price,stockout_price
2022-01-01,P0001,-0.09729790393576612,-1.014986990525384,-0.553835199371756,S001,1.139059969126669,31-01-2022,S001,-0.8626455841886521,-0.5237505348122917,-0.34453107069318756,-0.3348756617044396,-0.25499685786566184,-0.24167090166058006,-0.25069551413551505,-0.15610355363328982,-0.05186950231244656,0.6695385230728715,0.6695385230728715,0.0,0.0,-0.8869148723863604,-0.6754099336340532,-0.6171145016266086,-0.6174347251038145,1.1152643331843026,1.7907809893239703,1.0069636363321408,-0.2393422476291798,-0.2393422476291798
2022-01-02,P0001,-1.2526706743026377,-1.4357095411214007,-1.24485986480426,S004,0.44325943688572494,06-02-2022,S004,-0.8626455841886521,-0.5848415273125385,-0.1358089480229991,-0.3348756617044396,-0.25499685786566184,-1.1008922615357093,-1.431283013376778,0.23784274417303158,-0.45238711580672375,1.6081111692998489,1.6081111692998489,0.0,0.0,-1.2924047850664326,-0.8965230225441442,-1.5994449930690597,-1.5998455241872909,1.6264962654838937,1.7907809893239703,0.6058850602858576,-0.22091245614132146,-0.22091245614132146
2022-01-04,P0001,-1.2637800278638576,0.9311539545524358,-1.0455498725789465,S004,-1.4936509505737985,01-02-2022,S004,-0.8626455841886521,-0.5473986609414191,-1.289273310147725,-0.3348756617044396,-0.25499685786566184,-1.5387646853182273,-2.0329285658747294,-0.25805393031436574,-1.1872628157716831,0.04999461127022621,0.04999461127022621,0.0,0.0,1.0630708161859683,-0.5836892258202264,0.9692397296583313,0.9690491940685072,-0.9296633960140618,-0.5584155773160767,-0.5216065909204746,0.6494534112549826,0.6494534112549826
2022-01-06,P0001,-1.2637800278638576,0.9311539545524358,-1.0455498725789465,S004,-1.4387659213130624,03-02-2022,S004,-0.8626455841886521,-0.48039563690889026,-1.289273310147725,-0.3348756617044396,-0.25499685786566184,-1.6847221599124,-2.2334770833740465,-0.4813833960701982,-1.5182176414715451,0.5893858284753217,0.5893858284753217,0.0,0.0,1.0468129659134187,-0.5858425508710642,0.9534191543057943,0.9532273253497378,0.09280046858512048,-0.5584155773160767,-0.5216065909204746,1.2847067378163242,1.2847067378163242
2022-01-15,P0001,-1.2526706743026377,-1.4357095411214007,-1.24485986480426,S004,-1.4387659213130624,03-02-2022,S004,-0.8626455841886521,-0.48039563690889026,-1.2782879352703467,-1.2315809364069161,-0.25499685786566184,-1.9695556143764994,-2.469594583222299,-1.4695393265124956,-2.063921602522548,2.4541771646120942,2.4541771646120942,0.0,0.0,-1.3177479046089373,-0.9000322514705763,-1.6734593894930374,-1.6738659714481618,1.1152643331843026,1.7907809893239703,0.6058850602858576,0.1110969149536328,0.1110969149536328
2022-01-17,P0001,-1.2526706743026377,-1.4357095411214007,-1.24485986480426,S004,-1.4936509505737985,01-02-2022,S004,-0.8626455841886521,-0.5473986609414191,-1.2782879352703467,-1.2315809364069161,-0.25499685786566184,-1.9648346178936689,-2.486332927857092,-1.4706285315813916,-2.1214877715520903,2.192039267337805,2.192039267337805,0.0,0.0,-1.3014900543363872,-0.8977810480083368,-1.6259784559380328,-1.626381156224207,-1.4408953283136527,-0.5584155773160767,-0.5216065909204746,0.008229953160574517,0.008229953160574517
2022-01-19,P0001,1.4246835339513628,0.8426059774645372,2.227258960712408,S003,-0.4349010312860516,09-02-2022,S003,-0.8626455841886521,-0.8489122690877993,-1.2782879352703467,-1.2315809364069161,-0.25499685786566184,-1.3912335452297777,-2.211570095365184,0.6482981202925073,-0.9507033978691282,1.3448588493870497,1.3448588493870497,0.0,0.0,1.047769310047098,2.6168484637117464,1.0090754640117048,1.0088881850792708,-0.41843146371447065,-0.5584155773160767,-0.5216065909204746,2.0809657952607172,2.0809657952607172
2022-01-21,P0001,1.4246835339513628,0.8426059774645372,2.227258960712408,S003,-0.3286719423943045,07-02-2022,S003,-0.8626455841886521,-0.23997302126275746,1.3691874101778339,-1.2211541308871199,-0.25499685786566184,-0.25347339286765613,-1.728592136354202,1.5307132190562414,0.03304150627212325,-0.31752716843939555,-0.31752716843939555,0.0,0.0,0.9000141413936283,2.3820093669909683,0.8616158150913918,0.8614164810139183,0.6040324008847116,-0.5584155773160767,-0.5216065909204746,0.17197605145965766,0.17197605145965766
2022-01-23,P0001,1.4246835339513628,0.8426059774645372,2.227258960712408,S003,-1.3174877114949843,05-02-2022,S003,-0.8626455841886521,1.3464221065662343,1.3691874101778339,-1.2211541308871199,-0.25499685786566184,0.8842867594944667,-1.3296103441277394,1.268214797452432,0.5261069830682132,-1.2901720902012324,-1.2901720902012324,0.0,0.0,0.5150856275876636,1.770211720194117,0.47745718279090016,0.4772264429148602,1.6264962654838937,1.7907809893239703,2.777823651844798,-0.9449541681720252,-0.9449541681720252
2022-01-24,P0001,1.4246835339513628,0.8426059774645372,2.227258960712408,S003,0.34499752966085884,04-02-2022,S003,-0.8626455841886521,-1.4598221940902687,1.3691874101778339,-1.2211541308871199,-0.25499685786566184,1.4531668356755263,-1.1550558100286619,0.648298120292506,0.6873070926514008,-0.7483054421811083,-0.7483054421811083,0.0,0.0,1.1960026507674077,2.8524475575092914,1.1570123286243168,1.156837143850337,-1.4408953283136527,-0.5584155773160767,-0.5216065909204746,-0.3227052666017584,-0.3227052666017584
2022-01-25,P0001,1.4246835339513628,0.8426059774645372,2.227258960712408,S003,-1.5414540405750847,03-02-2022,S003,-0.8626455841886521,-0.14735119392367366,1.3691874101778339,-1.2211541308871199,-0.25499685786566184,2.0220469118565876,-0.9944656386575108,-1.4820403787856942,0.8120258537880171,-1.5058564778606496,-1.5058564778606496,0.0,0.0,0.8775400542521619,2.3462895043829533,0.839186677553351,0.8389855098454019,-0.9296633960140618,-0.5584155773160767,-0.5216065909204746,-1.1926338764495195,-1.1926338764495195
2022-01-26,P0001,-1.2526706743026377,-1.4357095411214007,-1.24485986480426,S004,1.5046650833957653,04-02-2022,S004,-0.8626455841886521,-1.3553763036866204,1.3691874101778339,1.2917059993837738,-0.25499685786566184,1.4531668356755263,-1.0566735184252234,0.648298120292506,0.7662329246355309,-0.31313199326537805,-0.31313199326537805,0.0,0.0,-1.1054395069321068,-0.87063418272839,-1.053414257186507,-1.0537701491118108,-0.41843146371447065,-0.5584155773160767,-0.5216065909204746,-0.9748379627306186,-0.9748379627306186
2022-01-27,P0001,-1.2526706743026377,-1.4357095411214007,-1.24485986480426,S004,-0.027689523867687502,08-02-2022,S004,-0.8626455841886521,0.7709843707574581,-1.2782879352703467,1.2917059993837738,-0.25499685786566184,0.8842867594944667,-1.1142734070990314,1.268214797452432,0.7212203099667168,-0.7207742393871094,-0.7207742393871094,0.0,0.0,-1.621387167052152,-0.9420767867212257,-2.5602356485350346,-2.5607147263661414,0.09280046858512048,-0.5584155773160767,-0.5216065909204746,-1.1348030795376856,-1.1348030795376856
2022-01-28,P0001,-1.2526706743026377,-1.4357095411214007,-1.24485986480426,S004,0.7398156433751858,09-02-2022,S004,-0.8626455841886521,-1.4677049027999778,-1.2782879352703467,1.2917059993837738,-0.25499685786566184,0.315406683313405,-1.1677590180104245,1.5307132190562414,0.6770997992022559,-0.07026578847833707,-0.07026578847833707,0.0,0.0,-1.0781836991222435,-0.866860106335812,-0.9738138685795876,-0.9741632530010632,0.6040324008847116,-0.5584155773160767,-0.5216065909204746,-0.8795335108813211,-0.8795335108813211
