Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,price_lag_1,price_lag_7,price_change_pct,discount_pct,margin_pct
,P0001,127,33.5,4254.5,S001,4174,31-01-2022,S001,54.62,27.99,0.0,0.0,,38.667154888319295,19.685602000714546
,P0001,23,24.71,568.33,S004,3388,06-02-2022,S004,54.62,27.68,33.5,0.0,-26.238805970149254,54.760161113145365,-10.729768786127163
,P0001,22,74.16,1631.52,S004,4890,31-01-2022,S004,54.62,28.22,24.71,0.0,200.12140833670577,-35.7744415964848,162.79234585400425
,P0001,22,74.16,1631.52,S004,1200,01-02-2022,S004,54.62,27.87,74.16,0.0,0.0,-35.7744415964848,166.09257265877284
,P0001,22,74.16,1631.52,S004,2257,02-02-2022,S004,54.62,31.93,74.16,0.0,0.0,-35.7744415964848,132.25806451612902
,P0001,22,74.16,1631.52,S004,1262,03-02-2022,S004,54.62,28.21,74.16,0.0,0.0,-35.7744415964848,162.885501595179
,P0001,22,74.16,1631.52,S004,4587,04-02-2022,S004,54.62,23.77,74.16,0.0,0.0,-35.7744415964848,211.98990323937736
,P0001,22,74.16,1631.52,S004,3361,05-02-2022,S004,54.62,33.39,74.16,33.5,0.0,-35.7744415964848,122.10242587601077
,P0001,22,74.16,1631.52,S004,3388,06-02-2022,S004,54.62,27.68,74.16,24.71,0.0,-35.7744415964848,167.91907514450867
,P0001,22,74.16,1631.52,S004,2008,07-02-2022,S004,54.62,24.33,74.16,74.16,0.0,-35.7744415964848,204.80887792848335
,P0001,22,74.16,1631.52,S004,2856,08-02-2022,S004,54.62,34.56,74.16,74.16,0.0,-35.7744415964848,114.5833333333333
,P0001,22,74.16,1631.52,S004,3723,09-02-2022,S004,54.62,23.2,74.16,74.16,0.0,-35.7744415964848,219.65517241379308
,P0001,23,24.71,568.33,S004,2008,07-02-2022,S004,54.62,24.33,74.16,74.16,-66.68015102481122,54.760161113145365,1.561857788738194
,P0001,23,24.71,568.33,S004,3361,05-02-2022,S004,54.62,33.39,24.71,74.16,0.0,54.760161113145365,-25.995807127882596
,P0001,23,24.71,568.33,S004,1262,03-02-2022,S004,54.62,28.21,24.71,74.16,0.0,54.760161113145365,-12.406947890818858
,P0001,23,24.71,568.33,S004,2257,02-02-2022,S004,54.62,31.93,24.71,74.16,0.0,54.760161113145365,-22.611963670529278
,P0001,23,24.71,568.33,S004,1200,01-02-2022,S004,54.62,27.87,24.71,74.16,0.0,54.760161113145365,-11.338356655902404
,P0001,23,24.71,568.33,S004,4890,31-01-2022,S004,54.62,28.22,24.71,74.16,0.0,54.760161113145365,-12.43798724309
,P0001,264,72.31,19089.84,S003,2396,09-02-2022,S003,54.62,26.34,24.71,74.16,192.6345609065156,-32.38740388136215,174.52543659832952
,P0001,264,72.31,19089.84,S003,4324,08-02-2022,S003,54.62,22.06,72.31,24.71,0.0,-32.38740388136215,227.78785131459657
,P0001,264,72.31,19089.84,S003,2516,07-02-2022,S003,54.62,29.43,72.31,24.71,0.0,-32.38740388136215,145.70166496772
,P0001,264,72.31,19089.84,S003,2679,06-02-2022,S003,54.62,22.18,72.31,24.71,0.0,-32.38740388136215,226.01442741208297
,P0001,264,72.31,19089.84,S003,1399,05-02-2022,S003,54.62,37.48,72.31,24.71,0.0,-32.38740388136215,92.92956243329779
,P0001,264,72.31,19089.84,S003,3277,04-02-2022,S003,54.62,23.24,72.31,24.71,0.0,-32.38740388136215,211.14457831325305
,P0001,264,72.31,19089.84,S003,1146,03-02-2022,S003,54.62,29.9,72.31,24.71,0.0,-32.38740388136215,141.83946488294316
,P0001,23,24.71,568.33,S004,4587,04-02-2022,S004,54.62,23.77,72.31,72.31,-65.82768635043563,54.760161113145365,3.9545645771981546
,P0001,23,24.71,568.33,S004,2856,08-02-2022,S004,54.62,34.56,24.71,72.31,0.0,54.760161113145365,-28.50115740740741
,P0001,23,24.71,568.33,S004,3723,09-02-2022,S004,54.62,23.2,24.71,72.31,0.0,54.760161113145365,6.50862068965518
,P0001,53,21.2,1123.6,S005,2478,31-01-2022,S005,54.62,35.99,24.71,72.31,-14.2047753945771,61.18637861589163,-41.09474854126147
,P0001,350,41.72,14602.0,S001,1569,05-02-2022,S001,54.62,33.29,21.2,72.31,96.79245283018868,23.617722445990477,25.322919795734457
,P0001,350,41.72,14602.0,S001,3557,04-02-2022,S001,54.62,23.54,41.72,72.31,0.0,23.617722445990477,77.23024638912489
,P0001,350,41.72,14602.0,S001,2707,03-02-2022,S001,54.62,22.69,41.72,72.31,0.0,23.617722445990477,83.86954605553105
,P0001,350,41.72,14602.0,S001,4312,02-02-2022,S001,54.62,32.37,41.72,24.71,0.0,23.617722445990477,28.884769848625275
,P0001,350,41.72,14602.0,S001,3449,01-02-2022,S001,54.62,22.36,41.72,24.71,0.0,23.617722445990477,86.58318425760287
,P0001,350,41.72,14602.0,S001,4174,31-01-2022,S001,54.62,27.99,41.72,24.71,0.0,23.617722445990477,49.05323329760629
,P0001,114,73.48,8376.72,S003,2082,31-01-2022,S003,54.62,23.85,41.72,21.2,76.12655800575266,-34.529476382277565,208.0922431865828
,P0001,114,73.48,8376.72,S003,2152,01-02-2022,S003,54.62,37.62,73.48,41.72,0.0,-34.529476382277565,95.32163742690061
,P0001,114,73.48,8376.72,S003,4302,02-02-2022,S003,54.62,37.26,73.48,41.72,0.0,-34.529476382277565,97.20880300590447
,P0001,114,73.48,8376.72,S003,1146,03-02-2022,S003,54.62,29.9,73.48,41.72,0.0,-34.529476382277565,145.75250836120404
,P0001,114,73.48,8376.72,S003,3277,04-02-2022,S003,54.62,23.24,73.48,41.72,0.0,-34.529476382277565,216.17900172117044
,P0001,114,73.48,8376.72,S003,1399,05-02-2022,S003,54.62,37.48,73.48,41.72,0.0,-34.529476382277565,96.05122732123802
,P0001,114,73.48,8376.72,S003,2679,06-02-2022,S003,54.62,22.18,73.48,41.72,0.0,-34.529476382277565,231.28944995491435
,P0001,114,73.48,8376.72,S003,2516,07-02-2022,S003,54.62,29.43,73.48,73.48,0.0,-34.529476382277565,149.67720013591574
,P0001,114,73.48,8376.72,S003,4324,08-02-2022,S003,54.62,22.06,73.48,73.48,0.0,-34.529476382277565,233.09156844968268
,P0001,114,73.48,8376.72,S003,2396,09-02-2022,S003,54.62,26.34,73.48,73.48,0.0,-34.529476382277565,178.96735003796508
,P0001,53,21.2,1123.6,S005,3508,09-02-2022,S005,54.62,27.32,73.48,73.48,-71.14861186717474,61.18637861589163,-22.401171303074673
,P0001,53,21.2,1123.6,S005,2881,08-02-2022,S005,54.62,25.63,21.2,73.48,0.0,61.18637861589163,-17.284432305891535
,P0001,53,21.2,1123.6,S005,2903,07-02-2022,S005,54.62,33.22,21.2,73.48,0.0,61.18637861589163,-36.18302227573751
,P0001,53,21.2,1123.6,S005,2631,06-02-2022,S005,54.62,35.24,21.2,73.48,0.0,61.18637861589163,-39.84108967082861
,P0001,53,21.2,1123.6,S005,2219,05-02-2022,S005,54.62,29.37,21.2,73.48,0.0,61.18637861589163,-27.81750085120872
,P0001,53,21.2,1123.6,S005,1301,04-02-2022,S005,54.62,32.16,21.2,73.48,0.0,61.18637861589163,-34.079601990049746
,P0001,53,21.2,1123.6,S005,2682,03-02-2022,S005,54.62,23.78,21.2,73.48,0.0,61.18637861589163,-10.849453322119436
,P0001,53,21.2,1123.6,S005,4458,02-02-2022,S005,54.62,36.43,21.2,21.2,0.0,61.18637861589163,-41.806203678287126
,P0001,53,21.2,1123.6,S005,3690,01-02-2022,S005,54.62,27.44,21.2,21.2,0.0,61.18637861589163,-22.740524781341115
,P0001,264,72.31,19089.84,S003,4302,02-02-2022,S003,54.62,37.26,21.2,21.2,241.08490566037736,-32.38740388136215,94.06870638754698
,P0001,264,72.31,19089.84,S003,2152,01-02-2022,S003,54.62,37.62,72.31,21.2,0.0,-32.38740388136215,92.21158958001065
,P0001,264,72.31,19089.84,S003,2082,31-01-2022,S003,54.62,23.85,72.31,21.2,0.0,-32.38740388136215,203.1865828092243
,P0001,67,67.49,4521.83,S005,2478,31-01-2022,S005,54.62,35.99,72.31,21.2,-6.665744710275214,-23.56279751006957,87.5243123089747
,P0001,2,66.3,132.6,S001,3449,01-02-2022,S001,54.62,22.36,67.49,21.2,-1.7632241813601985,-21.384108385206886,196.51162790697674
,P0001,2,66.3,132.6,S001,4174,31-01-2022,S001,54.62,27.99,66.3,21.2,0.0,-21.384108385206886,136.87031082529478
,P0001,5,62.7,313.5,S001,4174,31-01-2022,S001,54.62,27.99,66.3,21.2,-5.4298642533936565,-14.793116074697924,124.00857449088964
,P0001,5,62.7,313.5,S001,3449,01-02-2022,S001,54.62,22.36,62.7,72.31,0.0,-14.793116074697924,180.4114490161002
,P0001,5,62.7,313.5,S001,4312,02-02-2022,S001,54.62,32.37,62.7,72.31,0.0,-14.793116074697924,93.6978683966636
,P0001,5,62.7,313.5,S001,2707,03-02-2022,S001,54.62,22.69,62.7,72.31,0.0,-14.793116074697924,176.33318642573823
,P0001,5,62.7,313.5,S001,3557,04-02-2022,S001,54.62,23.54,62.7,67.49,0.0,-14.793116074697924,166.35514018691592
,P0001,5,62.7,313.5,S001,1569,05-02-2022,S001,54.62,33.29,62.7,66.3,0.0,-14.793116074697924,88.34484830279365
,P0001,5,62.7,313.5,S001,1830,06-02-2022,S001,54.62,24.62,62.7,66.3,0.0,-14.793116074697924,154.6709991876523
,P0001,5,62.7,313.5,S001,2568,07-02-2022,S001,54.62,30.58,62.7,62.7,0.0,-14.793116074697924,105.03597122302159
,P0001,5,62.7,313.5,S001,1850,08-02-2022,S001,54.62,33.44,62.7,62.7,0.0,-14.793116074697924,87.50000000000003
,P0001,5,62.7,313.5,S001,2996,09-02-2022,S001,54.62,25.25,62.7,62.7,0.0,-14.793116074697924,148.31683168316835
,P0001,5,62.7,313.5,S001,4322,10-02-2022,S001,54.62,24.88,62.7,62.7,0.0,-14.793116074697924,152.00964630225084
,P0001,97,41.28,4004.16,S005,3508,09-02-2022,S005,54.62,27.32,62.7,62.7,-34.162679425837325,24.42328817283046,51.09809663250366
,P0001,97,41.28,4004.16,S005,2881,08-02-2022,S005,54.62,25.63,41.28,62.7,0.0,24.42328817283046,61.06125634022631
,P0001,97,41.28,4004.16,S005,2903,07-02-2022,S005,54.62,33.22,41.28,62.7,0.0,24.42328817283046,24.262492474413012
,P0001,97,41.28,4004.16,S005,2631,06-02-2022,S005,54.62,35.24,41.28,62.7,0.0,24.42328817283046,17.139614074914867
