Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost
0.001934984520123839,0,127,33.5,4254.5,0,4174,10,0,54.62,27.99
0.001934984520123839,0,23,24.71,568.33,3,3388,5,3,54.62,27.68
0.001934984520123839,0,22,74.16,1631.52,3,4890,10,3,54.62,28.22
0.001934984520123839,0,22,74.16,1631.52,3,1200,0,3,54.62,27.87
0.001934984520123839,0,22,74.16,1631.52,3,2257,1,3,54.62,31.93
0.001934984520123839,0,22,74.16,1631.52,3,1262,2,3,54.62,28.21
0.001934984520123839,0,22,74.16,1631.52,3,4587,3,3,54.62,23.77
0.001934984520123839,0,22,74.16,1631.52,3,3361,4,3,54.62,33.39
0.001934984520123839,0,22,74.16,1631.52,3,3388,5,3,54.62,27.68
0.001934984520123839,0,22,74.16,1631.52,3,2008,6,3,54.62,24.33
0.001934984520123839,0,22,74.16,1631.52,3,2856,7,3,54.62,34.56
0.001934984520123839,0,22,74.16,1631.52,3,3723,8,3,54.62,23.2
0.001934984520123839,0,23,24.71,568.33,3,2008,6,3,54.62,24.33
0.001934984520123839,0,23,24.71,568.33,3,3361,4,3,54.62,33.39
0.001934984520123839,0,23,24.71,568.33,3,1262,2,3,54.62,28.21
0.001934984520123839,0,23,24.71,568.33,3,2257,1,3,54.62,31.93
0.001934984520123839,0,23,24.71,568.33,3,1200,0,3,54.62,27.87
0.001934984520123839,0,23,24.71,568.33,3,4890,10,3,54.62,28.22
0.001934984520123839,0,264,72.31,19089.84,2,2396,8,2,54.62,26.34
0.001934984520123839,0,264,72.31,19089.84,2,4324,7,2,54.62,22.06
0.001934984520123839,0,264,72.31,19089.84,2,2516,6,2,54.62,29.43
0.001934984520123839,0,264,72.31,19089.84,2,2679,5,2,54.62,22.18
0.001934984520123839,0,264,72.31,19089.84,2,1399,4,2,54.62,37.48
0.001934984520123839,0,264,72.31,19089.84,2,3277,3,2,54.62,23.24
0.001934984520123839,0,264,72.31,19089.84,2,1146,2,2,54.62,29.9
0.001934984520123839,0,23,24.71,568.33,3,4587,3,3,54.62,23.77
0.001934984520123839,0,23,24.71,568.33,3,2856,7,3,54.62,34.56
0.001934984520123839,0,23,24.71,568.33,3,3723,8,3,54.62,23.2
0.001934984520123839,0,53,21.2,1123.6,4,2478,10,4,54.62,35.99
0.001934984520123839,0,350,41.72,14602.0,0,1569,4,0,54.62,33.29
0.001934984520123839,0,350,41.72,14602.0,0,3557,3,0,54.62,23.54
0.001934984520123839,0,350,41.72,14602.0,0,2707,2,0,54.62,22.69
0.001934984520123839,0,350,41.72,14602.0,0,4312,1,0,54.62,32.37
0.001934984520123839,0,350,41.72,14602.0,0,3449,0,0,54.62,22.36
0.001934984520123839,0,350,41.72,14602.0,0,4174,10,0,54.62,27.99
0.001934984520123839,0,114,73.48,8376.72,2,2082,10,2,54.62,23.85
0.001934984520123839,0,114,73.48,8376.72,2,2152,0,2,54.62,37.62
0.001934984520123839,0,114,73.48,8376.72,2,4302,1,2,54.62,37.26
0.001934984520123839,0,114,73.48,8376.72,2,1146,2,2,54.62,29.9
0.001934984520123839,0,114,73.48,8376.72,2,3277,3,2,54.62,23.24
0.001934984520123839,0,114,73.48,8376.72,2,1399,4,2,54.62,37.48
0.001934984520123839,0,114,73.48,8376.72,2,2679,5,2,54.62,22.18
0.001934984520123839,0,114,73.48,8376.72,2,2516,6,2,54.62,29.43
0.001934984520123839,0,114,73.48,8376.72,2,4324,7,2,54.62,22.06
0.001934984520123839,0,114,73.48,8376.72,2,2396,8,2,54.62,26.34
0.001934984520123839,0,53,21.2,1123.6,4,3508,8,4,54.62,27.32
0.001934984520123839,0,53,21.2,1123.6,4,2881,7,4,54.62,25.63
0.001934984520123839,0,53,21.2,1123.6,4,2903,6,4,54.62,33.22
0.001934984520123839,0,53,21.2,1123.6,4,2631,5,4,54.62,35.24
0.001934984520123839,0,53,21.2,1123.6,4,2219,4,4,54.62,29.37
0.001934984520123839,0,53,21.2,1123.6,4,1301,3,4,54.62,32.16
0.001934984520123839,0,53,21.2,1123.6,4,2682,2,4,54.62,23.78
0.001934984520123839,0,53,21.2,1123.6,4,4458,1,4,54.62,36.43
0.001934984520123839,0,53,21.2,1123.6,4,3690,0,4,54.62,27.44
0.001934984520123839,0,264,72.31,19089.84,2,4302,1,2,54.62,37.26
0.001934984520123839,0,264,72.31,19089.84,2,2152,0,2,54.62,37.62
0.001934984520123839,0,264,72.31,19089.84,2,2082,10,2,54.62,23.85
0.001934984520123839,0,67,67.49,4521.83,4,2478,10,4,54.62,35.99
0.001934984520123839,0,2,66.3,132.6,0,3449,0,0,54.62,22.36
0.001934984520123839,0,2,66.3,132.6,0,4174,10,0,54.62,27.99
0.001934984520123839,0,5,62.7,313.5,0,4174,10,0,54.62,27.99
0.001934984520123839,0,5,62.7,313.5,0,3449,0,0,54.62,22.36
0.001934984520123839,0,5,62.7,313.5,0,4312,1,0,54.62,32.37
0.001934984520123839,0,5,62.7,313.5,0,2707,2,0,54.62,22.69
0.001934984520123839,0,5,62.7,313.5,0,3557,3,0,54.62,23.54
0.001934984520123839,0,5,62.7,313.5,0,1569,4,0,54.62,33.29
0.001934984520123839,0,5,62.7,313.5,0,1830,5,0,54.62,24.62
0.001934984520123839,0,5,62.7,313.5,0,2568,6,0,54.62,30.58
0.001934984520123839,0,5,62.7,313.5,0,1850,7,0,54.62,33.44
0.001934984520123839,0,5,62.7,313.5,0,2996,8,0,54.62,25.25
0.001934984520123839,0,5,62.7,313.5,0,4322,9,0,54.62,24.88
0.001934984520123839,0,97,41.28,4004.16,4,3508,8,4,54.62,27.32
0.001934984520123839,0,97,41.28,4004.16,4,2881,7,4,54.62,25.63
0.001934984520123839,0,97,41.28,4004.16,4,2903,6,4,54.62,33.22
0.001934984520123839,0,97,41.28,4004.16,4,2631,5,4,54.62,35.24
0.001934984520123839,0,97,41.28,4004.16,4,2219,4,4,54.62,29.37
0.001934984520123839,0,97,41.28,4004.16,4,1301,3,4,54.62,32.16
