Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,demand_lag_1,demand_lag_7,demand_lag_30,rolling_demand_7,rolling_demand_30,volatility_7,volatility_30,inventory_ratio,days_until_stockout,low_stock,overstock,profit_per_unit,total_profit,profit_margin_pct,weighted_margin,day_of_week,is_weekend,weekend_price,inventory_price,stockout_price
2022-01-01,P0001,127,33.5,4254.5,S001,4174,31-01-2022,S001,54.62,27.99,,,,127.0,127.0,,,32.86614173228347,32.86614173228347,0,1,5.510000000000002,699.7700000000002,16.447761194029855,0.1644776119402985,5,1,33.5,1101.015748031496,1101.015748031496
2022-01-02,P0001,23,24.71,568.33,S004,3388,06-02-2022,S004,54.62,27.68,127.0,,,75.0,75.0,73.53910524340094,73.53910524340094,45.17333333333333,45.17333333333333,0,1,-2.969999999999999,-68.30999999999997,-12.01942533387292,-0.1201942533387292,6,1,24.71,1116.2330666666667,1116.2330666666667
2022-01-03,P0001,22,74.16,1631.52,S004,4890,31-01-2022,S004,54.62,28.22,23.0,,,57.333333333333336,57.333333333333336,60.33517492585344,60.33517492585344,85.2906976744186,85.2906976744186,0,1,45.94,1010.68,61.94714131607335,0.6194714131607335,0,0,0.0,6325.158139534883,6325.158139534883
2022-01-04,P0001,22,74.16,1631.52,S004,1200,01-02-2022,S004,54.62,27.87,22.0,,,48.5,48.5,52.3354564325181,52.3354564325181,24.742268041237114,24.742268041237114,0,1,46.28999999999999,1018.38,62.41909385113268,0.6241909385113268,1,0,0.0,1834.8865979381444,1834.8865979381444
2022-01-05,P0001,22,74.16,1631.52,S004,2257,02-02-2022,S004,54.62,31.93,22.0,,,43.2,43.2,46.84762534003191,46.84762534003191,52.24537037037037,52.24537037037037,0,1,42.23,929.06,56.94444444444444,0.5694444444444444,2,0,0.0,3874.5166666666664,3874.5166666666664
2022-01-06,P0001,22,74.16,1631.52,S004,1262,03-02-2022,S004,54.62,28.21,22.0,,,39.66666666666666,39.66666666666666,42.78629063925344,42.78629063925344,31.815126050420176,31.815126050420176,0,1,45.95,1010.9,61.96062567421791,0.619606256742179,3,0,0.0,2359.4097478991603,2359.4097478991603
2022-01-07,P0001,22,74.16,1631.52,S004,4587,04-02-2022,S004,54.62,23.77,22.0,,,37.142857142857146,37.142857142857146,39.62502816583046,39.62502816583046,123.49615384615385,123.49615384615385,0,1,50.39,1108.58,67.94768069039914,0.6794768069039914,4,0,0.0,9158.474769230768,9158.474769230768
2022-01-08,P0001,22,74.16,1631.52,S004,3361,05-02-2022,S004,54.62,33.39,22.0,127.0,,22.142857142857142,35.25,0.3779644730089601,37.07424982383325,151.78709677419354,151.78709677419354,0,1,40.77,896.9399999999999,54.9757281553398,0.549757281553398,5,1,74.16,11256.531096774193,11256.531096774193
2022-01-09,P0001,22,74.16,1631.52,S004,3388,06-02-2022,S004,54.62,27.68,22.0,23.0,,22.0,33.77777777777778,0.0,34.959897660668915,154.0,154.0,0,1,46.48,1022.56,62.67529665587917,0.6267529665587918,6,1,74.16,11420.64,11420.64
2022-01-10,P0001,22,74.16,1631.52,S004,2008,07-02-2022,S004,54.62,24.33,22.0,22.0,,22.0,32.6,0.0,33.17026781119903,91.27272727272728,91.27272727272728,0,1,49.83,1096.26,67.19255663430421,0.6719255663430421,0,0,0.0,6768.785454545455,6768.785454545455
2022-01-11,P0001,22,74.16,1631.52,S004,2856,08-02-2022,S004,54.62,34.56,22.0,22.0,,22.0,31.63636363636364,0.0,31.629962779847613,129.8181818181818,129.8181818181818,0,1,39.6,871.1999999999998,53.398058252427184,0.5339805825242717,1,0,0.0,9627.316363636362,9627.316363636362
2022-01-12,P0001,22,74.16,1631.52,S004,3723,09-02-2022,S004,54.62,23.2,22.0,22.0,,22.0,30.83333333333333,0.0,30.28601037182719,169.22727272727272,169.22727272727272,0,1,50.96,1121.12,68.71628910463862,0.6871628910463862,2,0,0.0,12549.894545454545,12549.894545454545
2022-01-13,P0001,23,24.71,568.33,S004,2008,07-02-2022,S004,54.62,24.33,22.0,22.0,,22.142857142857142,30.23076923076923,0.3779644730089601,29.07792360237644,90.68387096774194,90.68387096774194,0,1,0.3800000000000025,8.740000000000059,1.5378389316066472,0.0153783893160664,3,0,0.0,2240.7984516129036,2240.7984516129036
2022-01-14,P0001,23,24.71,568.33,S004,3361,05-02-2022,S004,54.62,33.39,23.0,22.0,,22.285714285714285,29.714285714285715,0.4879500364740585,28.0039243717694,150.81410256410257,150.81410256410257,0,1,-8.68,-199.64,-35.12747875354108,-0.3512747875354107,4,0,0.0,3726.6164743589748,3726.6164743589748
2022-01-15,P0001,23,24.71,568.33,S004,1262,03-02-2022,S004,54.62,28.21,23.0,22.0,,22.428571428571427,29.266666666666666,0.5345224838246583,27.04088615059654,56.26751592356688,56.26751592356688,0,1,-3.5,-80.5,-14.1643059490085,-0.141643059490085,5,1,24.71,1390.3703184713377,1390.3703184713377
2022-01-16,P0001,23,24.71,568.33,S004,2257,02-02-2022,S004,54.62,31.93,23.0,22.0,,22.571428571428573,28.875,0.5345224838246575,26.17091260668352,99.99367088607596,99.99367088607596,0,1,-7.219999999999999,-166.05999999999997,-29.218939700526096,-0.292189397005261,6,1,24.71,2470.843607594937,2470.843607594937
2022-01-17,P0001,23,24.71,568.33,S004,1200,01-02-2022,S004,54.62,27.87,23.0,22.0,,22.714285714285715,28.529411764705884,0.4879500364740566,25.379907523124523,52.83018867924528,52.83018867924528,0,1,-3.16,-72.68,-12.788344799676244,-0.1278834479967624,0,0,0.0,1305.433962264151,1305.433962264151
2022-01-18,P0001,23,24.71,568.33,S004,4890,31-01-2022,S004,54.62,28.22,23.0,22.0,,22.857142857142858,28.22222222222222,0.3779644730089555,24.65659571835294,213.9375,213.9375,0,1,-3.509999999999998,-80.72999999999996,-14.204775394577084,-0.1420477539457708,1,0,0.0,5286.395625,5286.395625
2022-01-19,P0001,264,72.31,19089.84,S003,2396,09-02-2022,S003,54.62,26.34,23.0,22.0,,57.42857142857143,40.63157894736842,91.08943799522376,59.16099552756753,41.721393034825866,41.721393034825866,0,1,45.97,12136.08,63.57350297330936,0.6357350297330936,2,0,0.0,3016.8739303482585,3016.8739303482585
2022-01-20,P0001,264,72.31,19089.84,S003,4324,08-02-2022,S003,54.62,22.06,264.0,23.0,,91.85714285714286,51.8,117.59595879029824,76.22653219533416,47.07309486780715,47.07309486780715,0,1,50.25,13266.0,69.49246300649979,0.6949246300649979,3,0,0.0,3403.855489891135,3403.855489891135
2022-01-21,P0001,264,72.31,19089.84,S003,2516,07-02-2022,S003,54.62,29.43,264.0,23.0,,126.28571428571428,61.90476190476191,128.81991860178854,87.54536239110827,19.923076923076923,19.923076923076923,0,1,42.88,11320.320000000002,59.300235098879824,0.5930023509887983,4,0,0.0,1440.6376923076923,1440.6376923076923
2022-01-22,P0001,264,72.31,19089.84,S003,2679,06-02-2022,S003,54.62,22.18,264.0,23.0,,160.71428571428572,71.0909090909091,128.81991860178854,95.6854514944964,16.669333333333334,16.669333333333334,0,1,50.13,13234.320000000002,69.32651085603652,0.6932651085603652,5,1,72.31,1205.3594933333334,1205.3594933333334
2022-01-23,P0001,264,72.31,19089.84,S003,1399,05-02-2022,S003,54.62,37.48,264.0,23.0,,195.1428571428572,79.47826086956522,117.59595879029824,101.77196862023423,7.169106881405563,7.169106881405563,0,1,34.830000000000005,9195.12,48.16761167196792,0.4816761167196792,6,1,72.31,518.3981185944363,518.3981185944363
2022-01-24,P0001,264,72.31,19089.84,S003,3277,04-02-2022,S003,54.62,23.24,264.0,23.0,,229.57142857142856,87.16666666666667,91.0894379952237,106.42313685459104,14.274424393279403,14.274424393279403,0,1,49.07000000000001,12954.48,67.86060019361085,0.6786060019361085,0,0,0.0,1032.1836278780338,1032.1836278780338
2022-01-25,P0001,264,72.31,19089.84,S003,1146,03-02-2022,S003,54.62,29.9,264.0,23.0,,264.0,94.24,0.0,110.0216948303076,4.340909090909091,4.340909090909091,0,1,42.41,11196.240000000002,58.65025584289864,0.5865025584289864,1,0,0.0,313.89113636363635,313.89113636363635
2022-01-26,P0001,23,24.71,568.33,S004,4587,04-02-2022,S004,54.62,23.77,264.0,264.0,,229.57142857142856,91.5,91.0894379952237,108.70041398265234,19.9807093963908,19.9807093963908,0,1,0.9400000000000012,21.62000000000003,3.8041278834480017,0.03804127883448,2,0,0.0,493.7233291848167,493.7233291848167
2022-01-27,P0001,23,24.71,568.33,S004,2856,08-02-2022,S004,54.62,34.56,23.0,264.0,,195.1428571428572,88.96296296296296,117.59595879029824,107.40164784636202,14.635431918008782,14.635431918008782,0,1,-9.85,-226.55000000000004,-39.862403885066776,-0.3986240388506678,3,0,0.0,361.64152269399705,361.64152269399705
2022-01-28,P0001,23,24.71,568.33,S004,3723,09-02-2022,S004,54.62,23.2,23.0,264.0,,160.71428571428572,86.60714285714286,128.81991860178854,106.1286219242217,23.165333333333333,23.165333333333333,0,1,1.5100000000000016,34.73000000000003,6.110886280857959,0.0611088628085795,4,0,0.0,572.4153866666667,572.4153866666667
2022-01-29,P0001,53,21.2,1123.6,S005,2478,31-01-2022,S005,54.62,35.99,23.0,264.0,,130.57142857142858,85.44827586206897,125.26087064317296,104.402923538327,18.9781181619256,18.9781181619256,0,1,-14.790000000000004,-783.8700000000001,-69.76415094339625,-0.6976415094339624,5,1,21.2,402.33610503282273,402.33610503282273
2022-01-30,P0001,350,41.72,14602.0,S001,1569,05-02-2022,S001,54.62,33.29,53.0,264.0,,142.85714285714286,94.26666666666668,143.42876114576714,113.38884374160216,10.983,10.983,0,1,8.43,2950.5,20.20613614573346,0.2020613614573346,6,1,41.72,458.21076,458.21076
2022-01-31,P0001,350,41.72,14602.0,S001,3557,04-02-2022,S001,54.62,23.54,350.0,264.0,127.0,155.14285714285714,101.7,158.43340196165346,122.54827338785654,22.927255985267035,22.927255985267035,0,1,18.18,6363.0,43.57622243528285,0.4357622243528283,0,0,0.0,956.5251197053407,956.5251197053407
2022-02-01,P0001,350,41.72,14602.0,S001,2707,03-02-2022,S001,54.62,22.69,350.0,264.0,23.0,167.42857142857142,112.6,171.10898782438554,129.64396870155454,16.168088737201366,16.168088737201366,0,1,19.03,6660.499999999999,45.61361457334611,0.4561361457334611,1,0,0.0,674.5326621160409,674.5326621160409
2022-02-02,P0001,350,41.72,14602.0,S001,4312,02-02-2022,S001,54.62,32.37,350.0,23.0,22.0,214.1428571428572,123.53333333333332,169.73845426756677,135.4409741225467,20.13609072715144,20.13609072715144,0,1,9.35,3272.5000000000005,22.41131351869608,0.2241131351869607,2,0,0.0,840.077705136758,840.077705136758
2022-02-03,P0001,350,41.72,14602.0,S001,3449,01-02-2022,S001,54.62,22.36,350.0,23.0,22.0,260.85714285714283,134.46666666666667,152.48653336325427,140.12007986583933,13.221796276013144,13.221796276013144,0,1,19.36,6776.0,46.4046021093001,0.4640460210930009,3,0,0.0,551.6133406352684,551.6133406352684
2022-02-04,P0001,350,41.72,14602.0,S001,4174,31-01-2022,S001,54.62,27.99,350.0,23.0,22.0,307.57142857142856,145.4,112.25544848374052,143.79046057275195,13.570831398049236,13.570831398049236,0,1,13.73,4805.5,32.90987535953979,0.3290987535953978,4,0,0.0,566.1750859266141,566.1750859266141
2022-02-05,P0001,114,73.48,8376.72,S003,2082,31-01-2022,S003,54.62,23.85,350.0,53.0,22.0,316.2857142857143,148.46666666666667,89.19961563017766,142.03829821889423,6.582655826558265,6.582655826558265,0,1,49.63,5657.820000000001,67.54218835057159,0.675421883505716,5,1,73.48,483.69355013550137,483.69355013550137
2022-02-06,P0001,114,73.48,8376.72,S003,2152,01-02-2022,S003,54.62,37.62,114.0,350.0,22.0,282.57142857142856,151.53333333333333,115.15620860792694,140.19487258402344,7.615773508594541,7.615773508594541,0,1,35.86000000000001,4088.040000000001,48.80239520958085,0.4880239520958085,6,1,73.48,559.6070374115269,559.6070374115269
2022-02-07,P0001,114,73.48,8376.72,S003,4302,02-02-2022,S003,54.62,37.26,114.0,350.0,22.0,248.8571428571429,154.6,126.14730618266432,138.25653317480962,17.28702640642939,17.28702640642939,0,1,36.220000000000006,4129.080000000001,49.29232444202505,0.4929232444202505,0,0,0.0,1270.2507003444316,1270.2507003444316
2022-02-08,P0001,114,73.48,8376.72,S003,1146,03-02-2022,S003,54.62,29.9,114.0,350.0,22.0,215.1428571428572,157.66666666666666,126.14730618266432,136.21922830833955,5.326693227091633,5.326693227091633,0,1,43.580000000000005,4968.120000000001,59.30865541643985,0.5930865541643986,1,0,0.0,391.4054183266932,391.4054183266932
2022-02-09,P0001,114,73.48,8376.72,S003,3277,04-02-2022,S003,54.62,23.24,114.0,350.0,22.0,181.42857142857144,160.73333333333332,115.15620860792691,134.07844675807317,18.062204724409447,18.062204724409447,0,1,50.24000000000001,5727.360000000001,68.3723462166576,0.6837234621665761,2,0,0.0,1327.2108031496064,1327.2108031496064
2022-02-10,P0001,114,73.48,8376.72,S003,1399,05-02-2022,S003,54.62,37.48,114.0,350.0,22.0,147.71428571428572,163.8,89.1996156301776,131.8291475278932,9.47098646034816,9.47098646034816,0,1,36.00000000000001,4104.000000000001,48.992923244420254,0.4899292324442026,3,0,0.0,695.9280851063828,695.9280851063828
2022-02-11,P0001,114,73.48,8376.72,S003,2679,06-02-2022,S003,54.62,22.18,114.0,350.0,22.0,114.0,166.86666666666667,0.0,129.46567467688195,23.5,23.5,0,1,51.3,5848.200000000001,69.81491562329886,0.6981491562329887,4,0,0.0,1726.7800000000002,1726.7800000000002
2022-02-12,P0001,114,73.48,8376.72,S003,2516,07-02-2022,S003,54.62,29.43,114.0,114.0,23.0,114.0,169.9,0.0,127.02167884480082,22.07017543859649,22.07017543859649,0,1,44.05,5021.700000000001,59.94828524768645,0.5994828524768646,5,1,73.48,1621.7164912280703,1621.7164912280703
2022-02-13,P0001,114,73.48,8376.72,S003,4324,08-02-2022,S003,54.62,22.06,114.0,114.0,23.0,114.0,172.93333333333334,0.0,124.4532687073908,37.92982456140351,37.92982456140351,0,1,51.42,5861.88,69.97822536744692,0.6997822536744693,6,1,73.48,2787.0835087719297,2787.0835087719297
2022-02-14,P0001,114,73.48,8376.72,S003,2396,09-02-2022,S003,54.62,26.34,114.0,114.0,23.0,114.0,175.96666666666667,0.0,121.75257083834872,21.017543859649123,21.017543859649123,0,1,47.14,5373.96,64.15351115949917,0.6415351115949919,0,0,0.0,1544.3691228070177,1544.3691228070177
2022-02-15,P0001,53,21.2,1123.6,S005,3508,09-02-2022,S005,54.62,27.32,114.0,114.0,23.0,105.28571428571428,176.96666666666667,23.05583285356265,120.57033527002582,33.318860244233385,33.318860244233385,0,1,-6.120000000000001,-324.36000000000007,-28.86792452830189,-0.2886792452830189,1,0,0.0,706.3598371777477,706.3598371777477
2022-02-16,P0001,53,21.2,1123.6,S005,2881,08-02-2022,S005,54.62,25.63,53.0,114.0,23.0,96.57142857142856,177.96666666666667,29.764952224930084,119.36772605268354,29.8328402366864,29.8328402366864,0,1,-4.43,-234.79,-20.896226415094336,-0.2089622641509434,2,0,0.0,632.4562130177517,632.4562130177517
